index,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2021-08-02 19:45:00,20210802,19:45:00,307.15,307.22,307.15,307.18,6610
2021-08-02 19:50:00,20210802,19:50:00,307.19,307.26,307.08,307.11,47220
2021-08-02 19:55:00,20210802,19:55:00,307.11,307.22,307.08,307.11,11820
2021-08-02 20:00:00,20210802,20:00:00,307.16,307.16,307.08,307.08,27140
2021-08-02 20:05:00,20210802,20:05:00,307.08,307.16,307.08,307.1,3380
2021-08-02 20:10:00,20210802,20:10:00,307.14,307.16,307.1,307.11,1520
2021-08-02 20:15:00,20210802,20:15:00,307.14,307.38,307.11,307.37,19050
2021-08-02 20:20:00,20210802,20:20:00,307.29,307.39,307.1,307.25,40020
2021-08-02 20:25:00,20210802,20:25:00,307.11,307.3,307.1,307.26,16930
2021-08-02 20:30:00,20210802,20:30:00,307.25,307.29,307.15,307.15,8600
2021-08-02 20:35:00,20210802,20:35:00,307.19,307.19,307.07,307.07,52580
2021-08-02 20:40:00,20210802,20:40:00,307.07,307.16,307.06,307.07,37890
2021-08-02 20:45:00,20210802,20:45:00,307.06,307.14,307.06,307.13,38520
2021-08-02 20:50:00,20210802,20:50:00,307.09,307.13,306.9,306.9,193090
2021-08-02 20:55:00,20210802,20:55:00,306.94,307.08,306.83,306.94,26600
2021-08-02 21:00:00,20210802,21:00:00,307.02,307.08,306.92,306.92,15590
2021-08-02 21:05:00,20210802,21:05:00,306.93,307.04,306.93,307.0,6110
2021-08-02 21:10:00,20210802,21:10:00,307.0,307.04,306.93,306.93,13290
2021-08-02 21:15:00,20210802,21:15:00,306.97,307.16,306.97,307.04,4840
2021-08-02 21:20:00,20210802,21:20:00,307.08,307.19,307.05,307.12,4120
2021-08-02 21:25:00,20210802,21:25:00,307.05,307.2,307.05,307.1,2750
2021-08-02 21:30:00,20210802,21:30:00,307.1,307.2,307.1,307.2,1320
2021-08-02 21:35:00,20210802,21:35:00,307.19,307.27,307.13,307.25,7340
2021-08-02 21:40:00,20210802,21:40:00,307.24,307.3,307.18,307.18,12800
2021-08-02 21:45:00,20210802,21:45:00,307.18,307.2,307.05,307.05,9780
2021-08-02 21:50:00,20210802,21:50:00,307.05,307.11,307.01,307.06,5990
2021-08-02 21:55:00,20210802,21:55:00,307.06,307.11,307.02,307.05,5000
2021-08-02 22:00:00,20210802,22:00:00,307.05,307.08,307.03,307.07,8010
2021-08-02 22:05:00,20210802,22:05:00,307.07,307.2,306.95,306.98,107490
2021-08-02 22:10:00,20210802,22:10:00,306.98,306.98,306.69,306.82,78780
2021-08-02 22:15:00,20210802,22:15:00,306.82,306.82,306.52,306.55,38220
2021-08-02 22:20:00,20210802,22:20:00,306.55,306.6,306.33,306.36,146340
2021-08-02 22:25:00,20210802,22:25:00,306.37,306.51,306.25,306.31,160250
2021-08-02 22:30:00,20210802,22:30:00,306.41,306.41,306.25,306.31,19220
2021-08-02 22:35:00,20210802,22:35:00,306.33,306.55,306.3,306.52,17910
2021-08-02 22:40:00,20210802,22:40:00,306.48,306.5,306.07,306.07,126470
2021-08-02 22:45:00,20210802,22:45:00,306.07,306.2,306.06,306.18,15850
2021-08-02 22:50:00,20210802,22:50:00,306.19,306.3,306.18,306.25,17760
2021-08-02 22:55:00,20210802,22:55:00,306.25,306.31,306.13,306.27,16880
2021-08-02 23:00:00,20210802,23:00:00,306.23,306.4,306.2,306.4,55970
2021-08-02 23:05:00,20210802,23:05:00,306.33,306.47,306.33,306.47,16820
2021-08-02 23:10:00,20210802,23:10:00,306.43,306.49,306.37,306.44,6100
2021-08-02 23:15:00,20210802,23:15:00,306.37,306.47,306.37,306.37,4340
2021-08-02 23:20:00,20210802,23:20:00,306.38,306.39,306.33,306.37,11510
2021-08-02 23:25:00,20210802,23:25:00,306.38,306.4,306.24,306.25,28130
2021-08-02 23:30:00,20210802,23:30:00,306.3,306.36,306.21,306.26,25570
2021-08-02 23:35:00,20210802,23:35:00,306.33,306.38,306.27,306.27,12700
2021-08-02 23:40:00,20210802,23:40:00,306.37,306.5,306.27,306.36,49400
2021-08-02 23:45:00,20210802,23:45:00,306.36,306.79,306.36,306.51,24890
2021-08-03 10:00:00,20210803,10:00:00,306.31,307.9,306.25,307.87,1145100
2021-08-03 10:05:00,20210803,10:05:00,307.87,307.97,307.27,307.35,873020
2021-08-03 10:10:00,20210803,10:10:00,307.35,307.59,307.13,307.58,212650
2021-08-03 10:15:00,20210803,10:15:00,307.58,307.95,307.5,307.82,283800
2021-08-03 10:20:00,20210803,10:20:00,307.82,308.41,307.79,308.01,694140
2021-08-03 10:25:00,20210803,10:25:00,308.01,308.2,307.8,308.06,287070
2021-08-03 10:30:00,20210803,10:30:00,308.03,308.45,307.88,308.4,198580
2021-08-03 10:35:00,20210803,10:35:00,308.42,308.52,308.4,308.5,323010
2021-08-03 10:40:00,20210803,10:40:00,308.5,308.95,308.5,308.68,1219190
2021-08-03 10:45:00,20210803,10:45:00,308.68,308.83,308.23,308.35,304870
2021-08-03 10:50:00,20210803,10:50:00,308.31,308.6,308.26,308.49,272690
2021-08-03 10:55:00,20210803,10:55:00,308.47,308.5,308.1,308.38,117930
2021-08-03 11:00:00,20210803,11:00:00,308.41,308.6,308.3,308.44,549610
2021-08-03 11:05:00,20210803,11:05:00,308.5,308.5,308.28,308.34,76670
2021-08-03 11:10:00,20210803,11:10:00,308.31,308.4,308.19,308.37,129630
2021-08-03 11:15:00,20210803,11:15:00,308.3,308.6,308.3,308.6,147640
2021-08-03 11:20:00,20210803,11:20:00,308.6,309.02,308.5,308.95,883100
2021-08-03 11:25:00,20210803,11:25:00,308.95,309.2,308.87,309.14,624600
2021-08-03 11:30:00,20210803,11:30:00,309.19,309.19,308.69,308.76,535520
2021-08-03 11:35:00,20210803,11:35:00,308.76,308.9,308.71,308.76,199850
2021-08-03 11:40:00,20210803,11:40:00,308.77,308.81,308.43,308.58,184080
2021-08-03 11:45:00,20210803,11:45:00,308.59,308.73,308.5,308.65,122220
2021-08-03 11:50:00,20210803,11:50:00,308.65,308.65,308.31,308.36,76590
2021-08-03 11:55:00,20210803,11:55:00,308.37,308.69,308.3,308.69,45830
2021-08-03 12:00:00,20210803,12:00:00,308.7,308.99,308.66,308.92,128880
2021-08-03 12:05:00,20210803,12:05:00,308.93,308.99,308.75,308.86,153460
2021-08-03 12:10:00,20210803,12:10:00,308.89,308.89,308.66,308.73,114740
2021-08-03 12:15:00,20210803,12:15:00,308.72,308.85,308.66,308.73,121040
2021-08-03 12:20:00,20210803,12:20:00,308.73,308.87,308.56,308.62,93580
2021-08-03 12:25:00,20210803,12:25:00,308.62,308.65,308.4,308.46,142910
2021-08-03 12:30:00,20210803,12:30:00,308.5,308.74,308.48,308.69,119690
2021-08-03 12:35:00,20210803,12:35:00,308.7,309.12,308.7,308.94,354420
2021-08-03 12:40:00,20210803,12:40:00,308.99,309.07,308.89,308.93,120930
2021-08-03 12:45:00,20210803,12:45:00,308.91,308.97,308.89,308.9,63000
2021-08-03 12:50:00,20210803,12:50:00,308.89,309.08,308.69,308.74,256270
2021-08-03 12:55:00,20210803,12:55:00,308.75,309.0,308.74,308.8,110890
2021-08-03 13:00:00,20210803,13:00:00,308.8,308.85,308.66,308.77,43080
2021-08-03 13:05:00,20210803,13:05:00,308.74,308.8,308.66,308.7,52770
2021-08-03 13:10:00,20210803,13:10:00,308.72,308.99,308.72,308.8,113250
2021-08-03 13:15:00,20210803,13:15:00,308.79,308.91,308.68,308.8,59410
2021-08-03 13:20:00,20210803,13:20:00,308.74,308.9,308.72,308.8,31370
2021-08-03 13:25:00,20210803,13:25:00,308.8,308.94,308.7,308.74,72700
2021-08-03 13:30:00,20210803,13:30:00,308.73,309.0,308.73,308.95,104850
2021-08-03 13:35:00,20210803,13:35:00,308.95,309.03,308.78,308.98,868660
2021-08-03 13:40:00,20210803,13:40:00,308.98,309.18,308.89,309.0,335150
2021-08-03 13:45:00,20210803,13:45:00,309.0,309.19,309.0,309.18,94840
2021-08-03 13:50:00,20210803,13:50:00,309.19,309.24,309.02,309.05,265970
2021-08-03 13:55:00,20210803,13:55:00,309.05,309.22,309.0,309.22,122520
2021-08-03 14:00:00,20210803,14:00:00,309.22,309.3,309.18,309.24,128390
2021-08-03 14:05:00,20210803,14:05:00,309.2,309.54,309.12,309.4,1025300
2021-08-03 14:10:00,20210803,14:10:00,309.42,309.63,309.17,309.19,193320
2021-08-03 14:15:00,20210803,14:15:00,309.19,309.45,309.19,309.27,74180
2021-08-03 14:20:00,20210803,14:20:00,309.27,309.41,309.24,309.4,90630
2021-08-03 14:25:00,20210803,14:25:00,309.39,309.47,309.31,309.47,66240
2021-08-03 14:30:00,20210803,14:30:00,309.46,309.47,309.31,309.46,188790
2021-08-03 14:35:00,20210803,14:35:00,309.47,309.47,309.33,309.46,154940
2021-08-03 14:40:00,20210803,14:40:00,309.45,309.55,309.28,309.32,400390
2021-08-03 14:45:00,20210803,14:45:00,309.36,309.4,309.22,309.29,101400
2021-08-03 14:50:00,20210803,14:50:00,309.3,309.34,309.21,309.23,183860
2021-08-03 14:55:00,20210803,14:55:00,309.21,309.26,308.87,308.99,297080
2021-08-03 15:00:00,20210803,15:00:00,309.0,309.12,308.99,309.08,94270
2021-08-03 15:05:00,20210803,15:05:00,309.05,309.11,308.84,309.08,156780
2021-08-03 15:10:00,20210803,15:10:00,309.08,309.36,309.02,309.26,95430
2021-08-03 15:15:00,20210803,15:15:00,309.24,309.38,309.12,309.31,406730
2021-08-03 15:20:00,20210803,15:20:00,309.29,309.29,308.5,308.55,517230
2021-08-03 15:25:00,20210803,15:25:00,308.55,308.85,308.51,308.62,182790
2021-08-03 15:30:00,20210803,15:30:00,308.62,309.0,308.5,308.94,214690
2021-08-03 15:35:00,20210803,15:35:00,308.93,308.94,308.7,308.78,126090
2021-08-03 15:40:00,20210803,15:40:00,308.78,308.92,308.41,308.6,198500
2021-08-03 15:45:00,20210803,15:45:00,308.6,308.6,308.41,308.5,158910
2021-08-03 15:50:00,20210803,15:50:00,308.49,308.93,308.41,308.87,191140
2021-08-03 15:55:00,20210803,15:55:00,308.83,308.87,308.63,308.74,97860
2021-08-03 16:00:00,20210803,16:00:00,308.73,308.75,308.41,308.75,115970
2021-08-03 16:05:00,20210803,16:05:00,308.76,308.77,308.6,308.66,165360
2021-08-03 16:10:00,20210803,16:10:00,308.63,308.87,308.3,308.8,990590
2021-08-03 16:15:00,20210803,16:15:00,308.81,308.84,308.1,308.2,823590
2021-08-03 16:20:00,20210803,16:20:00,308.2,308.33,308.14,308.23,84890
2021-08-03 16:25:00,20210803,16:25:00,308.23,308.39,308.1,308.31,233150
2021-08-03 16:30:00,20210803,16:30:00,308.31,308.74,308.13,308.28,133710
2021-08-03 16:35:00,20210803,16:35:00,308.28,308.28,307.81,308.01,897930
2021-08-03 16:40:00,20210803,16:40:00,308.02,308.4,308.0,308.08,295430
2021-08-03 16:45:00,20210803,16:45:00,308.12,308.29,307.94,308.04,364800
2021-08-03 16:50:00,20210803,16:50:00,307.95,308.36,307.81,308.29,344930
2021-08-03 16:55:00,20210803,16:55:00,308.27,308.4,307.96,308.01,155330
2021-08-03 17:00:00,20210803,17:00:00,308.1,308.25,307.96,308.11,264750
2021-08-03 17:05:00,20210803,17:05:00,308.12,308.25,307.96,308.11,723210
2021-08-03 17:10:00,20210803,17:10:00,308.12,308.17,307.96,308.11,388080
2021-08-03 17:15:00,20210803,17:15:00,308.11,308.85,308.08,308.81,400370
2021-08-03 17:20:00,20210803,17:20:00,308.81,309.2,308.8,309.08,400850
2021-08-03 17:25:00,20210803,17:25:00,309.05,309.09,308.59,308.86,409290
2021-08-03 17:30:00,20210803,17:30:00,308.9,309.19,308.89,308.98,487550
2021-08-03 17:35:00,20210803,17:35:00,308.94,309.1,308.85,309.0,193980
2021-08-03 17:40:00,20210803,17:40:00,308.99,309.33,308.99,309.06,223650
2021-08-03 17:45:00,20210803,17:45:00,309.06,309.33,309.0,309.21,259530
2021-08-03 17:50:00,20210803,17:50:00,309.3,309.46,309.26,309.44,222070
2021-08-03 17:55:00,20210803,17:55:00,309.44,309.53,308.81,308.89,546300
2021-08-03 18:00:00,20210803,18:00:00,308.89,309.19,308.86,309.1,250060
2021-08-03 18:05:00,20210803,18:05:00,309.15,309.43,308.92,309.41,196830
2021-08-03 18:10:00,20210803,18:10:00,309.41,309.53,309.3,309.36,245330
2021-08-03 18:15:00,20210803,18:15:00,309.36,309.52,309.22,309.49,358710
2021-08-03 18:20:00,20210803,18:20:00,309.45,309.53,309.1,309.35,306720
2021-08-03 18:25:00,20210803,18:25:00,309.36,309.36,309.15,309.21,167430
2021-08-03 18:30:00,20210803,18:30:00,309.23,309.33,308.99,309.33,410940
2021-08-03 18:35:00,20210803,18:35:00,309.34,309.41,309.12,309.12,315340
2021-08-03 18:45:00,20210803,18:45:00,309.55,309.55,309.55,309.55,1524380
2021-08-03 19:00:00,20210803,19:00:00,309.65,309.65,309.65,309.65,20850
2021-08-03 19:05:00,20210803,19:05:00,309.66,309.79,309.64,309.67,155910
2021-08-03 19:10:00,20210803,19:10:00,309.67,309.8,309.38,309.59,197130
2021-08-03 19:15:00,20210803,19:15:00,309.53,309.55,309.27,309.3,51810
2021-08-03 19:20:00,20210803,19:20:00,309.24,309.44,309.24,309.35,32000
2021-08-03 19:25:00,20210803,19:25:00,309.35,309.41,309.25,309.31,24190
2021-08-03 19:30:00,20210803,19:30:00,309.28,309.45,309.25,309.45,16930
2021-08-03 19:35:00,20210803,19:35:00,309.37,309.6,309.37,309.59,27610
2021-08-03 19:40:00,20210803,19:40:00,309.57,309.64,309.47,309.51,7860
2021-08-03 19:45:00,20210803,19:45:00,309.51,309.62,309.48,309.5,25480
2021-08-03 19:50:00,20210803,19:50:00,309.49,309.5,309.37,309.41,35190
2021-08-03 19:55:00,20210803,19:55:00,309.41,309.46,309.36,309.4,17380
2021-08-03 20:00:00,20210803,20:00:00,309.4,309.64,309.4,309.5,21310
2021-08-03 20:05:00,20210803,20:05:00,309.6,309.65,309.41,309.44,61460
2021-08-03 20:10:00,20210803,20:10:00,309.49,309.49,309.34,309.39,6700
2021-08-03 20:15:00,20210803,20:15:00,309.45,309.5,309.4,309.48,11260
2021-08-03 20:20:00,20210803,20:20:00,309.48,309.48,309.4,309.48,6870
2021-08-03 20:25:00,20210803,20:25:00,309.48,309.49,309.27,309.27,98060
2021-08-03 20:30:00,20210803,20:30:00,309.3,309.3,309.26,309.29,32280
2021-08-03 20:35:00,20210803,20:35:00,309.28,309.3,309.1,309.29,96870
2021-08-03 20:40:00,20210803,20:40:00,309.29,309.3,309.22,309.25,8530
2021-08-03 20:45:00,20210803,20:45:00,309.25,309.31,309.25,309.31,22000
2021-08-03 20:50:00,20210803,20:50:00,309.3,309.39,309.29,309.3,9120
2021-08-03 20:55:00,20210803,20:55:00,309.3,309.37,309.3,309.34,5770
2021-08-03 21:00:00,20210803,21:00:00,309.31,309.39,309.31,309.38,15830
2021-08-03 21:05:00,20210803,21:05:00,309.38,309.45,309.3,309.38,16820
2021-08-03 21:10:00,20210803,21:10:00,309.42,309.42,309.33,309.38,2360
2021-08-03 21:15:00,20210803,21:15:00,309.37,309.48,309.36,309.47,32800
2021-08-03 21:20:00,20210803,21:20:00,309.47,309.48,309.38,309.4,15560
2021-08-03 21:25:00,20210803,21:25:00,309.47,309.48,309.37,309.48,14070
2021-08-03 21:30:00,20210803,21:30:00,309.48,309.48,309.37,309.37,4200
2021-08-03 21:35:00,20210803,21:35:00,309.37,309.47,309.37,309.37,3810
2021-08-03 21:40:00,20210803,21:40:00,309.38,309.57,309.38,309.5,65720
2021-08-03 21:45:00,20210803,21:45:00,309.5,309.57,309.5,309.52,39180
2021-08-03 21:50:00,20210803,21:50:00,309.55,309.55,309.52,309.55,9460
2021-08-03 21:55:00,20210803,21:55:00,309.55,309.64,309.5,309.57,42450
2021-08-03 22:00:00,20210803,22:00:00,309.57,309.64,309.5,309.64,28690
2021-08-03 22:05:00,20210803,22:05:00,309.64,309.64,309.55,309.55,6310
2021-08-03 22:10:00,20210803,22:10:00,309.59,309.66,309.52,309.55,86470
2021-08-03 22:15:00,20210803,22:15:00,309.66,309.66,309.55,309.66,12320
2021-08-03 22:20:00,20210803,22:20:00,309.66,309.69,309.65,309.69,31060
2021-08-03 22:25:00,20210803,22:25:00,309.69,309.7,309.58,309.69,17620
2021-08-03 22:30:00,20210803,22:30:00,309.69,309.69,309.56,309.58,31920
2021-08-03 22:35:00,20210803,22:35:00,309.69,309.69,309.55,309.69,13330
2021-08-03 22:40:00,20210803,22:40:00,309.57,309.68,309.57,309.64,43350
2021-08-03 22:45:00,20210803,22:45:00,309.6,309.63,309.59,309.6,13740
2021-08-03 22:50:00,20210803,22:50:00,309.61,309.64,309.59,309.59,4580
2021-08-03 22:55:00,20210803,22:55:00,309.6,309.75,309.58,309.68,66830
2021-08-03 23:00:00,20210803,23:00:00,309.73,309.78,309.63,309.66,56530
2021-08-03 23:05:00,20210803,23:05:00,309.74,309.77,309.62,309.74,25830
2021-08-03 23:10:00,20210803,23:10:00,309.74,309.74,309.63,309.74,10450
2021-08-03 23:15:00,20210803,23:15:00,309.73,309.79,309.7,309.79,10860
2021-08-03 23:20:00,20210803,23:20:00,309.78,309.89,309.72,309.89,105600
2021-08-03 23:25:00,20210803,23:25:00,309.88,309.89,309.63,309.67,72420
2021-08-03 23:30:00,20210803,23:30:00,309.68,309.87,309.66,309.84,7400
2021-08-03 23:35:00,20210803,23:35:00,309.8,309.88,309.8,309.88,18300
2021-08-03 23:40:00,20210803,23:40:00,309.88,309.89,309.87,309.87,103470
2021-08-03 23:45:00,20210803,23:45:00,309.89,309.89,309.85,309.89,69190
2021-08-04 10:00:00,20210804,10:00:00,310.26,310.67,309.97,310.5,1913140
2021-08-04 10:05:00,20210804,10:05:00,310.5,311.1,310.5,310.62,990020
2021-08-04 10:10:00,20210804,10:10:00,310.62,311.0,310.55,310.83,419230
2021-08-04 10:15:00,20210804,10:15:00,310.86,311.44,310.86,311.43,696590
2021-08-04 10:20:00,20210804,10:20:00,311.41,311.8,311.38,311.76,659150
2021-08-04 10:25:00,20210804,10:25:00,311.76,311.85,311.43,311.84,568420
2021-08-04 10:30:00,20210804,10:30:00,311.83,311.84,311.66,311.68,287710
2021-08-04 10:35:00,20210804,10:35:00,311.66,311.84,311.35,311.45,233730
2021-08-04 10:40:00,20210804,10:40:00,311.45,311.54,311.01,311.4,556440
2021-08-04 10:45:00,20210804,10:45:00,311.4,311.64,311.24,311.5,431410
2021-08-04 10:50:00,20210804,10:50:00,311.45,311.61,311.34,311.48,259430
2021-08-04 10:55:00,20210804,10:55:00,311.49,311.59,311.06,311.15,189340
2021-08-04 11:00:00,20210804,11:00:00,311.11,311.49,311.06,311.31,188930
2021-08-04 11:05:00,20210804,11:05:00,311.31,311.42,311.01,311.13,287450
2021-08-04 11:10:00,20210804,11:10:00,311.09,311.5,311.08,311.45,220700
2021-08-04 11:15:00,20210804,11:15:00,311.47,311.79,311.41,311.52,516460
2021-08-04 11:20:00,20210804,11:20:00,311.52,311.67,311.35,311.35,183690
2021-08-04 11:25:00,20210804,11:25:00,311.35,311.5,311.3,311.48,113650
2021-08-04 11:30:00,20210804,11:30:00,311.43,311.48,311.11,311.13,390860
2021-08-04 11:35:00,20210804,11:35:00,311.13,311.14,310.62,310.77,466550
2021-08-04 11:40:00,20210804,11:40:00,310.77,311.0,310.7,310.93,96330
2021-08-04 11:45:00,20210804,11:45:00,310.93,310.94,310.05,310.21,443820
2021-08-04 11:50:00,20210804,11:50:00,310.2,310.52,310.16,310.43,232400
2021-08-04 11:55:00,20210804,11:55:00,310.4,310.4,310.32,310.34,49020
2021-08-04 12:00:00,20210804,12:00:00,310.33,310.59,310.16,310.59,253960
2021-08-04 12:05:00,20210804,12:05:00,310.58,310.65,310.37,310.6,151630
2021-08-04 12:10:00,20210804,12:10:00,310.61,310.86,310.47,310.86,164010
2021-08-04 12:15:00,20210804,12:15:00,310.8,310.85,310.33,310.37,88590
2021-08-04 12:20:00,20210804,12:20:00,310.37,310.5,310.22,310.22,159120
2021-08-04 12:25:00,20210804,12:25:00,310.22,310.22,309.4,309.63,710570
2021-08-04 12:30:00,20210804,12:30:00,309.63,309.9,309.58,309.85,155350
2021-08-04 12:35:00,20210804,12:35:00,309.8,309.85,309.33,309.64,212500
2021-08-04 12:40:00,20210804,12:40:00,309.63,309.88,309.56,309.8,178680
2021-08-04 12:45:00,20210804,12:45:00,309.8,309.97,309.72,309.89,111810
2021-08-04 12:50:00,20210804,12:50:00,309.85,309.9,309.75,309.75,48190
2021-08-04 12:55:00,20210804,12:55:00,309.74,309.84,309.7,309.78,249400
2021-08-04 13:00:00,20210804,13:00:00,309.78,309.79,309.25,309.67,718210
2021-08-04 13:05:00,20210804,13:05:00,309.7,309.7,309.6,309.64,162300
2021-08-04 13:10:00,20210804,13:10:00,309.64,309.7,309.45,309.59,137970
2021-08-04 13:15:00,20210804,13:15:00,309.59,309.96,309.59,309.82,225670
2021-08-04 13:20:00,20210804,13:20:00,309.75,310.1,309.75,310.01,163160
2021-08-04 13:25:00,20210804,13:25:00,310.01,310.35,309.91,310.24,190460
2021-08-04 13:30:00,20210804,13:30:00,310.22,310.42,310.22,310.42,45920
2021-08-04 13:35:00,20210804,13:35:00,310.42,310.45,310.33,310.34,55950
2021-08-04 13:40:00,20210804,13:40:00,310.4,310.52,310.28,310.51,127230
2021-08-04 13:45:00,20210804,13:45:00,310.5,310.61,310.5,310.6,55120
2021-08-04 13:50:00,20210804,13:50:00,310.6,310.84,310.57,310.84,136690
2021-08-04 13:55:00,20210804,13:55:00,310.84,310.87,310.67,310.83,150920
2021-08-04 14:00:00,20210804,14:00:00,310.83,310.9,310.81,310.9,62400
2021-08-04 14:05:00,20210804,14:05:00,310.9,310.9,310.8,310.87,224990
2021-08-04 14:10:00,20210804,14:10:00,310.88,310.89,310.8,310.8,211620
2021-08-04 14:15:00,20210804,14:15:00,310.86,310.86,310.8,310.82,153940
2021-08-04 14:20:00,20210804,14:20:00,310.84,310.97,310.8,310.9,94090
2021-08-04 14:25:00,20210804,14:25:00,310.9,310.95,310.8,310.8,127280
2021-08-04 14:30:00,20210804,14:30:00,310.83,310.97,310.8,310.82,147360
2021-08-04 14:35:00,20210804,14:35:00,310.81,310.92,310.8,310.87,83970
2021-08-04 14:40:00,20210804,14:40:00,310.87,311.19,310.78,311.15,572490
2021-08-04 14:45:00,20210804,14:45:00,311.09,311.1,310.78,310.87,128780
2021-08-04 14:50:00,20210804,14:50:00,310.87,310.91,310.7,310.85,117350
2021-08-04 14:55:00,20210804,14:55:00,310.86,310.99,310.85,310.85,205700
2021-08-04 15:00:00,20210804,15:00:00,310.85,311.16,310.85,311.05,412520
2021-08-04 15:05:00,20210804,15:05:00,311.05,311.34,311.02,311.23,163880
2021-08-04 15:10:00,20210804,15:10:00,311.23,311.33,311.1,311.28,134220
2021-08-04 15:15:00,20210804,15:15:00,311.27,311.33,310.99,311.06,257860
2021-08-04 15:20:00,20210804,15:20:00,311.07,311.16,311.0,311.13,79170
2021-08-04 15:25:00,20210804,15:25:00,311.13,311.2,311.05,311.11,100280
2021-08-04 15:30:00,20210804,15:30:00,311.12,311.49,311.12,311.36,524740
2021-08-04 15:35:00,20210804,15:35:00,311.38,311.43,311.08,311.21,319450
2021-08-04 15:40:00,20210804,15:40:00,311.21,311.5,311.2,311.47,231360
2021-08-04 15:45:00,20210804,15:45:00,311.5,311.57,311.32,311.43,292420
2021-08-04 15:50:00,20210804,15:50:00,311.43,311.45,311.2,311.4,232710
2021-08-04 15:55:00,20210804,15:55:00,311.43,311.5,311.4,311.48,196750
2021-08-04 16:00:00,20210804,16:00:00,311.47,311.47,311.2,311.4,337030
2021-08-04 16:05:00,20210804,16:05:00,311.43,311.43,311.37,311.4,127720
2021-08-04 16:10:00,20210804,16:10:00,311.4,311.55,311.27,311.38,220330
2021-08-04 16:15:00,20210804,16:15:00,311.37,311.38,311.04,311.23,302250
2021-08-04 16:20:00,20210804,16:20:00,311.23,311.3,310.88,310.92,402170
2021-08-04 16:25:00,20210804,16:25:00,310.93,311.15,310.93,311.02,89330
2021-08-04 16:30:00,20210804,16:30:00,311.02,311.2,310.86,311.2,502090
2021-08-04 16:35:00,20210804,16:35:00,311.2,311.29,310.98,311.08,136140
2021-08-04 16:40:00,20210804,16:40:00,311.1,311.2,310.93,311.08,130660
2021-08-04 16:45:00,20210804,16:45:00,311.01,311.24,310.91,311.08,179470
2021-08-04 16:50:00,20210804,16:50:00,311.11,311.4,310.93,311.36,154640
2021-08-04 16:55:00,20210804,16:55:00,311.36,311.49,311.12,311.48,117200
2021-08-04 17:00:00,20210804,17:00:00,311.48,311.53,311.21,311.33,132050
2021-08-04 17:05:00,20210804,17:05:00,311.33,311.52,311.21,311.32,132500
2021-08-04 17:10:00,20210804,17:10:00,311.35,311.46,311.26,311.34,83440
2021-08-04 17:15:00,20210804,17:15:00,311.34,311.39,311.0,311.11,150350
2021-08-04 17:20:00,20210804,17:20:00,311.06,311.31,310.95,311.28,176530
2021-08-04 17:25:00,20210804,17:25:00,311.29,311.43,311.24,311.42,122740
2021-08-04 17:30:00,20210804,17:30:00,311.41,311.41,311.01,311.34,252760
2021-08-04 17:35:00,20210804,17:35:00,311.3,311.39,311.17,311.35,211630
2021-08-04 17:40:00,20210804,17:40:00,311.38,311.53,311.36,311.4,190010
2021-08-04 17:45:00,20210804,17:45:00,311.4,311.51,311.27,311.29,111010
2021-08-04 17:50:00,20210804,17:50:00,311.29,311.51,311.25,311.35,94840
2021-08-04 17:55:00,20210804,17:55:00,311.35,311.41,311.14,311.38,161380
2021-08-04 18:00:00,20210804,18:00:00,311.38,311.49,311.14,311.48,243890
2021-08-04 18:05:00,20210804,18:05:00,311.48,311.53,311.3,311.44,145670
2021-08-04 18:10:00,20210804,18:10:00,311.44,311.44,311.27,311.42,148510
2021-08-04 18:15:00,20210804,18:15:00,311.42,311.47,311.29,311.4,291930
2021-08-04 18:20:00,20210804,18:20:00,311.4,311.44,310.97,311.18,226790
2021-08-04 18:25:00,20210804,18:25:00,311.18,311.19,310.75,311.0,400260
2021-08-04 18:30:00,20210804,18:30:00,311.0,311.24,310.93,311.16,181560
2021-08-04 18:35:00,20210804,18:35:00,311.16,311.53,311.16,311.51,497340
2021-08-04 18:45:00,20210804,18:45:00,311.64,311.64,311.64,311.64,1762750
2021-08-04 19:00:00,20210804,19:00:00,311.51,311.51,311.51,311.51,70
2021-08-04 19:05:00,20210804,19:05:00,311.54,312.0,311.17,311.67,213640
2021-08-04 19:10:00,20210804,19:10:00,311.67,311.7,311.55,311.61,48540
2021-08-04 19:15:00,20210804,19:15:00,311.59,311.62,311.4,311.49,28870
2021-08-04 19:20:00,20210804,19:20:00,311.44,311.52,311.35,311.49,30440
2021-08-04 19:25:00,20210804,19:25:00,311.49,311.52,311.31,311.52,21830
2021-08-04 19:30:00,20210804,19:30:00,311.5,311.53,311.35,311.45,19650
2021-08-04 19:35:00,20210804,19:35:00,311.44,311.53,311.26,311.53,71370
2021-08-04 19:40:00,20210804,19:40:00,311.5,311.59,311.41,311.52,160260
2021-08-04 19:45:00,20210804,19:45:00,311.57,311.59,311.41,311.59,31890
2021-08-04 19:50:00,20210804,19:50:00,311.53,311.58,311.5,311.55,4490
2021-08-04 19:55:00,20210804,19:55:00,311.55,311.88,311.55,311.69,143180
2021-08-04 20:00:00,20210804,20:00:00,311.64,311.8,311.58,311.73,131610
2021-08-04 20:05:00,20210804,20:05:00,311.78,311.87,311.65,311.84,23570
2021-08-04 20:10:00,20210804,20:10:00,311.76,311.87,311.64,311.85,29250
